Country,Year,Happiness index,GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Country code,Inflation rate,Adult education,Housing prices,Trust in government,Self-employment rate,Poverty rate,Unemployed youth rate,Households overcrowding,Internet access,Home access to computers,Unemployment benefits,Average wage,Health spending,Happy country
Mexico,2010,7.442546367645264,9.83243179321289,0.7591384053230286,67.04000091552734,0.7387166619300842,-0.164753720164299,0.6147470474243164,0.7896854281425476,0.22294872999191284,MEX,7.525334,65.209229,88.6885282786791,39.557135788317,32.44319,0.227,15.464899,35.0465834140778,30.74345946,35.79285774,42.07643312101911,16271.364790351,5.809,0
New Zealand,2010,7.249629974365234,10.552811622619629,0.9300286173820496,72.23999786376953,0.901853084564209,0.2873353660106659,0.2892979383468628,0.8663041591644287,0.2068781703710556,NZL,1.507598,25.939383,76.7270581823545,61.4699937490701,20.4006,0.128,8.7222404,1.35033201270955,80.0,78.0,36.0,41147.4681845747,9.652,1
Norway,2010,7.4444708824157715,11.023677825927734,0.9411619305610657,72.68000030517578,0.9563161730766296,0.18097618222236633,0.4048258364200592,0.8336966037750244,0.19435493648052216,NOR,-3.279715,18.052679,94.2500000000001,69.9690507161356,7.209891,0.072,3.4921939,5.43880946934223,93.0669,91.8971,67.0,55120.5236007334,9.345,0
Poland,2010,5.750282287597656,10.197011947631836,0.9236422777175903,67.94000244140625,0.8753570914268494,-0.0642261654138565,0.8977417349815369,0.7769966721534729,0.22264374792575836,POL,-0.9583333,9.4829636,98.4537499999999,25.252284515161,24.27622,0.129,3.9979498,35.3622019290924,74.7601,74.7447,38.0,25197.7378991008,6.28,1
Portugal,2010,4.993962287902832,10.315413475036621,0.8660386204719543,71.19999694824219,0.7738214135169983,-0.09708823263645172,0.9592884182929993,0.7289344668388367,0.3701699674129486,PRT,9.591326,62.369896,94.8725000000001,23.0625158219976,26.20725,0.178,7.8721709,5.73588348925114,61.0219,66.0973,68.0,26889.5257691353,9.654,1
Russia,2010,5.384773254394531,10.087255477905273,0.9088141918182373,61.0,0.6131590008735657,-0.29636645317077637,0.9365719556808472,0.5889753699302673,0.17142096161842346,RUS,6.586539,7.195199,92.5275,51.4994831405378,7.651659,0.207,5.0555067,11.405780157246307,73.11678015923827,72.59778242320324,27.0,40640.148718197495,4.959,1
Slovakia,2010,5.993163108825684,10.310295104980469,0.9451791048049927,68.30000305175781,0.7000985145568848,-0.06063176691532135,0.9166091680526733,0.7744160890579224,0.23209157586097717,SVK,-3.545084,8.2509651,106.702733243167,37.2222144207557,15.15367,0.139,6.0586414,27.3581475019455,80.5191,80.4795,12.0,21429.7972808673,6.991,0
Slovenia,2010,6.249419212341309,10.545921325683594,0.9409711956977844,71.0999984741211,0.9420458674430847,-0.11891058832406998,0.8392525315284729,0.6439716219902039,0.2754848599433899,SVN,5.708027,11.862703,121.5475,23.9274635749516,17.96964,0.059,1.9292605,9.41321328282356,86.6821,79.503,39.0,39376.8734926802,8.279,0
South Africa,2010,4.769739627838135,9.449658393859863,0.8753897547721863,55.70000076293945,0.7741364240646362,-0.07020007073879242,0.8128589987754822,0.7857236266136169,0.30132776498794556,ZAF,5.209356,58.211182,105.615985960035,48.3122280563075,19.878318357723604,0.272,13.568983,11.405780157246307,73.11678015923827,72.59778242320324,42.07643312101911,40640.148718197495,8.096,0
South Korea,2010,5.958809852600098,10.520309448242188,0.7966941595077515,72.18000030517578,0.6418842673301697,-0.049806147813797,0.8318632245063782,0.6762949228286743,0.1887655109167099,KOR,0.2889576,16.277796,95.7695678383814,34.8586394756612,28.90928,0.175,8.244254448766613,11.6814434528351,98.14339821,80.60176181,20.0,37006.234945075,6.249,1
Sweden,2010,7.314341068267822,10.83790397644043,0.9355823397636414,72.80000305175781,0.9511815905570984,0.09081844985485077,0.20344014465808868,0.7663760781288147,0.2219332903623581,SWE,-9.699144,16.099548,122.109999999073,67.107864752608,13.69035,0.094,2.8767245,14.3614172935486,93.941,92.8164,59.0,47020.4898878129,11.447,1
Turkey,2010,5.490347385406494,9.905598640441895,0.7949054837226868,64.4000015258789,0.5149203538894653,-0.18719609081745148,0.8108957409858704,0.651792585849762,0.32706597447395325,TUR,10.53803,68.793961,58.4639999997576,54.5994286962873,35.06264,0.275,25.600527,11.405780157246307,41.6259,44.2265,0.0,40640.148718197495,5.021,1
United States,2010,7.163616180419922,10.904800415039062,0.9261587262153625,68.69999694824219,0.8280443549156189,0.24392126500606537,0.6895825862884521,0.86064213514328,0.23105263710021973,USA,9.487447,11.030482,86.1700516190676,41.8275822176401,8.342516,0.205,9.3712358,3.73374372720718,71.06,74.87,61.0,61047.8742268296,16.259,0
Australia,2011,7.405616283416748,10.732696533203125,0.9670292139053345,72.30000305175781,0.944586455821991,0.3693402111530304,0.3817717432975769,0.8158602714538574,0.19532367587089539,AUS,10.98091,25.922543,79.13475,53.0786719332192,13.2206,0.129,7.8398156,11.405780157246307,78.92,82.57,31.0,53600.6798454773,8.542,0
Austria,2011,7.30267858505249,10.861471176147461,0.914193332195282,71.4000015258789,0.8959797620773315,0.13089075684547424,0.5461448431015015,0.8147192001342773,0.15579254925251007,AUT,7.589589,17.647495,76.7975,49.1841077639318,16.07928,0.1,5.6628013,10.2343186736107,72.8891,76.1859,51.0,52334.2945796686,10.221,0
Austria,2011,7.213489055633545,10.851118087768555,0.924831211566925,73.5999984741211,0.9119098782539368,0.01103174313902855,0.4638301730155945,0.7693166136741638,0.20649965107440948,AUT,-5.515243,14.341329,136.311249997867,62.6177826842198,14.55356,0.13,5.71,12.3769402503967,90.2415,85.3733,51.0,53131.8472601512,11.498,0
Belgium,2011,6.935122013092041,10.784137725830078,0.9271170496940613,71.04000091552734,0.8552666306495667,-0.05007130280137062,0.7575725317001343,0.8204857707023621,0.23827680945396423,BEL,6.142694,28.356371,97.8135000000001,44.0117182467805,17.56232,0.092,8.2777052,1.53218377381563,77.7137,80.3305,81.0,54950.8724902214,10.507,0
Brazil,2011,6.320672988891602,9.51491928100586,0.886402428150177,63.779998779296875,0.7766448259353638,-0.01623525097966194,0.728038489818573,0.858976423740387,0.29922276735305786,BRA,6.780739,63.191654,93.9386394444911,51.1266636540454,36.45268,0.307,14.717641,11.405780157246307,17.6,24.6,42.07643312101911,40640.148718197495,8.202,1
