Country name,Year,Life Ladder,Log GDP per capita,Social support,Freedom to make life choices,Perceptions of corruption,Inflation rate,Adult education,Housing prices,Trust in government,Self-employment rate,Poverty rate,Unemployed youth rate,Happy country
Belgium,2007,7.218839645385742,10.79197883605957,0.9216027855873108,0.9008703827857971,0.721093475818634,0.1352189,32.046577,85.8187500000001,33.6516478821503,17.4305,0.092,5.2268248,1
Brazil,2007,6.320672988891602,9.51491928100586,0.886402428150177,0.7766448259353638,0.728038489818573,6.780739,63.191654,93.9386394444911,51.1266636540454,36.45268,0.307,14.717641,1
Chile,2007,5.697929859161377,9.887109756469727,0.8146209716796875,0.6619051098823547,0.7226705551147461,8.448631,43.493385,47.34,47.8705612609628,26.06474,0.23,17.024143,0
Colombia,2007,6.138411521911621,9.330238342285156,0.8937067985534668,0.7858659625053406,0.8597608804702759,5.545141,48.033009,47.50575,55.174941548805,47.43792,0.149,18.518538,1
Czech Republic,2007,6.500194072723389,10.436629295349121,0.8997790217399597,0.7989493608474731,0.9278714656829834,3.687541,9.4652252,62.4000056200004,31.2066329181842,20.40947,0.087,2.8889136,1
Denmark,2007,7.834233283996582,10.891111373901367,0.9542011022567749,0.9320862293243408,0.20600567758083344,0.06323353,25.721992,105.67676419191,58.6689437181275,12.26542,0.035,4.0999184,1
Estonia,2007,5.3320441246032715,10.347339630126953,0.8956315517425537,0.7121208906173706,0.7426971793174744,7.842901,11.159678,106.534983662541,41.7540209995277,19.863,0.141,5.7439179,0
Germany,2007,6.4168195724487305,10.758530616760254,0.9259375929832458,0.8008782267570496,0.7921794056892395,3.948953,15.584911,81.2452031130078,39.542400943988,14.28153,0.084,4.1532097,1
Greece,2007,6.646961212158203,10.54334545135498,0.8080026507377625,0.5753088593482971,0.8445709347724915,2.103877,39.922272,163.77575,23.6502410606961,38.3502,0.156,8.4274025,1
Hungary,2007,4.953917026519775,10.152791023254395,0.9306538701057434,0.5384981036186218,0.89517742395401,13.79305,20.79417,98.9099999995804,25.1568123545203,15.16948,0.101,4.9968314,0
India,2007,5.026793479919434,8.203912734985352,0.5689926743507385,0.7288926243782043,0.8621428608894348,6.372881,71.298172,37.1092499979491,42.666,19.863,0.236,8.053,0
Israel,2007,6.8411149978637695,10.42774486541748,0.8682168126106262,0.6828640699386597,0.8678209781646729,0.8111444,19.584095,49.62325,44.8931701696651,16.56177,0.238,25.748835,1
Italy,2007,6.5744123458862305,10.727191925048828,0.9122924208641052,0.6842970252037048,0.9221965670585632,0.9938205,47.700294,121.130252286662,33.3916393469551,30.13576,0.155,10.169033,1
Japan,2007,6.2381978034973145,10.557916641235352,0.9381480813026428,0.7960541248321533,0.8092333078384399,1.627119,41.024883,99.4049935338801,27.0271481785631,13.52644,0.14,4.3190289,1
Latvia,2007,4.666971683502197,10.135619163513184,0.8355085849761963,0.70017409324646,0.9239526391029358,10.31641,15.36415,142.3675,10.7237335401424,12.94548,0.145,6.4030027,0
Lithuania,2007,5.808284759521484,10.162817001342773,0.9407919645309448,0.5896623134613037,0.9663260579109192,6.836019,11.068882,119.055,11.4503268369894,17.37182,0.144,3.9872205,0
Mexico,2007,6.525378227233887,9.825010299682617,0.8788056373596191,0.6704303622245789,0.7466810345649719,3.852577,70.421989,66.7570831072921,37.1986281216122,33.99402,0.227,16.743462,1
Netherlands,2007,7.451879501342773,10.88104248046875,0.9438540935516357,0.8960180878639221,0.4454365670681,3.73652,26.816864,116.124,63.6186313994424,16.83862,0.092,3.6163068,1
New Zealand,2007,7.604173183441162,10.546432495117188,0.9665327668190002,0.8782188892364502,0.2946162223815918,3.368897,28.924793,75.9930600173499,63.913515178855,21.19913,0.14,7.459868,1
Poland,2007,5.88613748550415,9.977909088134766,0.9126396775245667,0.7722233533859253,0.9252855181694031,3.766667,13.698365,113.8175,35.5606236777172,25.52631,0.125,2.4616642,0
Russia,2007,5.222867488861084,10.074066162109375,0.8846563696861267,0.5925697088241577,0.9334641098976135,8.795462,7.195199,84.37575,51.4994831405378,8.008441,0.207,5.0555067,0
South Africa,2007,5.20445442199707,9.425617218017578,0.7883076071739197,0.6899875402450562,0.8586510419845581,8.558517,57.293068,74.5238136904658,59.3964451264434,19.863,0.272,14.160798,0
South Korea,2007,5.767275810241699,10.3610258102417,0.8267123103141785,0.6558279991149902,0.8027531504631042,2.810309,21.798021,82.5790388190656,32.4226994611414,32.13217,0.175,8.053,0
Spain,2007,6.994614601135254,10.586556434631348,0.9568585157394409,0.7820821404457092,0.7837177515029907,1.684927,49.358929,148.79112802218,30.2731590467374,20.46261,0.198,11.698711,1
Sweden,2007,7.241362571716309,10.805614471435547,0.9165593981742859,0.9099618196487427,0.28933215141296387,0.1926078,15.411971,65.735,60.2851234236302,14.89876,0.09,6.954896,1
Turkey,2007,5.623471736907959,9.90259838104248,0.7922728061676025,0.45931151509284973,0.7997333407402039,6.274207,70.408333,58.3203670839816,54.5994286962873,36.7479,0.275,34.470078,0
United Kingdom,2007,6.801930904388428,10.699263572692871,0.9698696732521057,0.8383316397666931,0.4980934262275696,5.588235,27.807289,93.5535,50.3511236708084,19.863,0.141,10.704359,1
Australia,2008,7.253757476806641,10.718779563903809,0.9466351866722107,0.9157333374023438,0.43081051111221313,12.48946,30.064018,69.60275,60.9752918764891,13.71566,0.129,6.3100529,1
Austria,2008,7.1809539794921875,10.886662483215332,0.9345927834510803,0.8790692687034607,0.6136252284049988,10.28692,19.120087,67.576483386076,49.1841077639318,15.6111,0.098,5.7128716,1
Belgium,2008,7.116590976715088,10.788537979125977,0.9229770302772522,0.8870267271995544,0.6518005132675171,20.47375,30.423817,89.60525,33.6516478821503,17.01362,0.092,5.4732242,1
Brazil,2008,6.69142484664917,9.55466365814209,0.8781075477600098,0.7819311022758484,0.6882727742195129,13.05021,61.161831,93.9386394444911,51.1266636540454,35.40044,0.307,13.777344,1
Canada,2008,7.4856038093566895,10.73837661743164,0.9387074112892151,0.9263149499893188,0.36958780884742737,9.81486,13.003522,75.4371157553493,55.1076448952314,10.35287,0.156,7.2602739,1
Chile,2008,5.789438724517822,9.91108226776123,0.8037585616111755,0.6402016878128052,0.7406673431396484,14.92052,43.493385,52.022,47.8705612609628,26.06474,0.23,17.024143,0
Colombia,2008,6.168395042419434,9.350784301757812,0.8800668120384216,0.7950838208198547,0.7632239460945129,6.99855,48.033009,55.17275,55.174941548805,52.58696,0.149,18.518538,1
Denmark,2008,7.970891952514648,10.880102157592773,0.9539117217063904,0.9697883725166321,0.2475053071975708,7.657093,24.899332,100.200250500626,58.6689437181275,12.58803,0.035,3.9674368,1
Estonia,2008,5.451937675476074,10.29779052734375,0.9037262797355652,0.6423251032829285,0.6627696752548218,23.21169,11.692819,96.2920092699768,41.7540209995277,19.863,0.141,4.8649774,0
Finland,2008,7.670626640319824,10.79586410522461,0.9513399004936218,0.9341789484024048,0.2165675312280655,13.47567,18.926767,87.058,46.1843622158383,16.72023,0.052,5.0761824,1
France,2008,7.0080647468566895,10.67364501953125,0.9353505969047546,0.8333271145820618,0.6688758134841919,11.52482,30.401829,103.025,40.146622731306,10.56143,0.12,5.8130507,1
Germany,2008,6.521790027618408,10.770008087158203,0.9232113361358643,0.7655569911003113,0.7582661509513855,9.342761,14.668834,82.3457058642647,39.542400943988,13.99128,0.084,3.7137542,1
Iceland,2008,6.888284206390381,10.861430168151855,0.9774295687675476,0.8851961493492126,0.7080492973327637,21.6826,32.234756,82.2564556411391,25.7335575753305,19.863,0.058,4.8379846,1
India,2008,5.1458330154418945,8.219663619995117,0.6835931539535522,0.7558396458625793,0.8911884427070618,8.349267,71.298172,37.1092499979491,42.666,19.863,0.236,8.053,0
Ireland,2008,7.568029880523682,10.928620338439941,0.9825217127799988,0.8941087126731873,0.4869946539402008,8.801407,30.546635,151.4,33.2579368160728,23.87206,0.118,8.4878063,1
Israel,2008,7.261261463165283,10.43950366973877,0.8592641353607178,0.662969172000885,0.8981963992118835,11.10722,18.767063,53.381,44.8931701696651,16.73091,0.238,22.241932,1
Italy,2008,6.779774188995361,10.71090030670166,0.8796631097793579,0.5430768728256226,0.9456250667572021,10.12968,46.687767,123.17709920595,33.3916393469551,29.57071,0.161,9.5876942,1
Japan,2008,5.910679340362549,10.54643726348877,0.8873040676116943,0.772070050239563,0.8164753317832947,9.034595,42.842262,99.8524394864386,27.0271481785631,13.32325,0.14,4.1065073,0
Latvia,2008,5.1453752517700195,10.112092018127441,0.8554182648658752,0.6301114559173584,0.9263282418251038,27.42789,14.141485,143.9425,10.7237335401424,12.95695,0.181,6.0289874,0
Lithuania,2008,5.55392599105835,10.199043273925781,0.9136674404144287,0.6210600733757019,0.960843026638031,18.01467,9.4485025,129.755,11.4503268369894,14.38092,0.159,3.9872205,0
Mexico,2008,6.829036235809326,9.821427345275879,0.8763278126716614,0.6774773001670837,0.7848979234695435,6.071911,70.091904,71.3610715973209,37.1986281216122,33.00124,0.227,17.410858,1
Netherlands,2008,7.631011962890625,10.89862060546875,0.9442022442817688,0.883287250995636,0.4189404845237732,4.409091,26.708052,118.66975,63.6186313994424,17.08665,0.092,2.0576131,1
New Zealand,2008,7.381170749664307,10.527591705322266,0.9442746639251709,0.8930724859237671,0.3337508738040924,14.38661,27.94714,72.6610683473291,63.913515178855,21.46071,0.14,6.9978132,1
Norway,2008,7.632287502288818,11.042418479919434,0.9358789324760437,0.9472888708114624,0.5027763247489929,18.43397,19.278467,69.3500000000001,66.3340505244774,10.79513,0.055,3.9772727,1
Portugal,2008,5.71696662902832,10.384319305419922,0.8859254121780396,0.6464641094207764,0.9326858520507812,6.505333,71.75206,106.308240899818,24.4831041311832,25.83327,0.153,7.0717402,0
Russia,2008,5.618753910064697,10.125198364257812,0.8823161721229553,0.6427782773971558,0.9240903854370117,21.119,7.195199,98.69975,51.4994831405378,7.966456,0.207,5.0555067,0
South Africa,2008,5.346306800842285,9.443687438964844,0.809542179107666,0.7488464713096619,0.8657910227775574,26.78758,57.293068,73.7343156642108,59.3964451264434,19.863,0.272,14.160798,0
South Korea,2008,5.38962459564209,10.38311767578125,0.753609836101532,0.5236787796020508,0.7709595561027527,12.94863,20.631649,88.4333064847039,32.4226994611414,31.80103,0.175,8.053,0
Spain,2008,7.294472694396973,10.579435348510742,0.9482704997062683,0.8337860703468323,0.6832101941108704,11.94962,48.898933,146.666133334667,30.2731590467374,20.81269,0.21,11.176688,1
Sweden,2008,7.515997409820557,10.79330825805664,0.9230921268463135,0.9116092920303345,0.3139612078666687,10.66057,14.958108,66.4725,60.2851234236302,14.42935,0.09,4.3982615,1
Turkey,2008,5.118231773376465,9.899062156677246,0.6448736190795898,0.41549786925315857,0.7853905558586121,22.38745,69.691528,66.2893216855339,54.5994286962873,36.18377,0.275,37.0555,0
United Kingdom,2008,6.98646354675293,10.688577651977539,0.953838586807251,0.7591441869735718,0.5477691292762756,17.13092,28.359348,89.37525,50.3511236708084,19.863,0.136,9.7684202,1
United States,2008,7.280385971069336,10.922225952148438,0.9525872468948364,0.8779562711715698,0.6684954762458801,13.93344,11.304346,94.4454154577551,41.8275822176401,8.282769,0.205,8.000102,1
Brazil,2009,7.000831604003906,9.543785095214844,0.9128180742263794,0.7667160630226135,0.7225149869918823,5.803592,59.32708,94.8045480952777,51.1266636540454,35.31542,0.307,14.020857,1
Canada,2009,7.487824440002441,10.697237968444824,0.9428445100784302,0.9150578379631042,0.4126221239566803,-13.45392,12.468069,73.3337809194056,55.1076448952314,10.5925,0.163,8.0036383,1
Chile,2009,6.493686199188232,9.884723663330078,0.8315818309783936,0.7466140389442444,0.7342114448547363,-12.55903,43.493385,53.419,47.8705612609628,26.06474,0.23,17.024143,1
Colombia,2009,6.271604537963867,9.350991249084473,0.8859266042709351,0.7571007013320923,0.8371434807777405,4.201045,48.033009,60.446,55.174941548805,54.58863,0.149,18.518538,1
Denmark,2009,7.683358669281006,10.824441909790039,0.938891589641571,0.9493355751037598,0.20576976239681244,-4.59669,24.137625,88.1972204930512,58.6689437181275,13.24584,0.035,4.241817,1
Estonia,2009,5.1377387046813965,10.143837928771973,0.8737747669219971,0.6107093095779419,0.7931516766548157,-2.498941,11.327562,60.4665988335029,41.7540209995277,19.863,0.141,7.9589581,0
France,2009,6.283498287200928,10.6393461227417,0.9181585311889648,0.7982131838798523,0.6541681885719299,-12.42782,29.745792,95.7,40.146622731306,14.23624,0.12,6.8145199,1
Germany,2009,6.641493320465088,10.713883399963379,0.9347823262214661,0.843784511089325,0.6899307370185852,-5.788937,14.520243,83.0209575523939,39.542400943988,14.25665,0.084,3.7614782,1
Greece,2009,6.038574695587158,10.490744590759277,0.7933176159858704,0.44310784339904785,0.9587683081626892,-11.36273,38.5051,160.344,23.6502410606961,38.45829,0.156,7.9046421,1
Hungary,2009,4.8946003913879395,10.097273826599121,0.9008744955062866,0.4643731117248535,0.9147007465362549,2.724503,19.425785,95.9524999999999,25.1568123545203,15.54653,0.097,5.6309371,0
India,2009,4.521517753601074,8.28123950958252,0.6528520584106445,0.6786436438560486,0.8946110606193542,10.88235,71.298172,37.1092499979491,42.666,19.863,0.236,8.053,0
Ireland,2009,7.0459113121032715,10.866336822509766,0.9587024450302124,0.8347296714782715,0.5796001553535461,-7.882923,28.832077,122.412,33.2579368160728,25.56391,0.105,11.004281,1
Israel,2009,7.3529791831970215,10.42480182647705,0.9365730285644531,0.5925297737121582,0.9227184057235718,-5.32903,18.222622,60.69,44.8931701696651,17.03045,0.238,24.678871,1
Italy,2009,6.333800315856934,10.65208911895752,0.8803125023841858,0.7005504965782166,0.889984667301178,-8.187539,45.698818,118.646535330184,33.3916393469551,29.35404,0.171,11.21578,1
Japan,2009,5.844999313354492,10.490875244140625,0.8883568644523621,0.7298880219459534,0.7401081919670105,-11.06547,43.764038,93.979,27.0271481785631,13.12176,0.14,4.9156394,0
Latvia,2009,4.668910503387451,9.975006103515625,0.8069393038749695,0.4370645582675934,0.9420903921127319,4.041453,13.22369,90.2399999999998,10.7237335401424,14.53448,0.172,6.8024454,0
Lithuania,2009,5.466920852661133,10.049811363220215,0.932608962059021,0.49595579504966736,0.9788001179695129,8.720504,8.6813269,90.9225000000001,11.4503268369894,11.97814,0.194,3.9872205,0
Luxembourg,2009,6.957920074462891,11.562458038330078,0.938559353351593,0.9391016960144043,0.4316069781780243,-14.86825,22.655592,76.0201900504751,76.8445289356738,8.583423,0.137,7.9304276,1
Mexico,2009,6.9628190994262695,9.75235366821289,0.8682207465171814,0.6824634075164795,0.7642255425453186,2.502602,68.709137,75.0865622835941,37.1986281216122,33.81583,0.227,17.943594,1
Poland,2009,5.772027492523193,10.046525001525879,0.9167981743812561,0.8206490874290466,0.8977620005607605,5.541667,12.027865,109.77,35.5606236777172,24.91723,0.137,3.6260464,0
Russia,2009,5.158227920532227,10.043686866760254,0.9080755710601807,0.6171151399612427,0.9536017179489136,11.61499,7.195199,93.955,51.4994831405378,8.157015,0.207,5.0555067,0
Slovenia,2009,5.830160617828369,10.410268783569336,0.9186966419219971,0.8959566354751587,0.8036341667175293,-3.487414,16.713486,117.055,33.1916298884213,19.02945,0.08,2.5281603,0
South Africa,2009,5.218430995941162,9.41427230834961,0.8773594498634338,0.7394099831581116,0.9043423533439636,-2.461501,57.293068,72.5950685123287,59.3964451264434,19.863,0.272,14.160798,0
South Korea,2009,5.6476898193359375,10.385866165161133,0.8109027147293091,0.6001656651496887,0.787497341632843,-5.235724,19.37129,89.2179956738246,32.4226994611414,30.81716,0.175,8.053,0
Spain,2009,6.198601245880127,10.532219886779785,0.9294538497924805,0.748514711856842,0.7977046370506287,-9.036183,48.375061,136.975157562106,30.2731590467374,20.11767,0.216,14.170147,1
Sweden,2009,7.265977382659912,10.740421295166016,0.9025329947471619,0.8640046119689941,0.29211217164993286,-1.67261,14.261111,68.5649999999999,60.2851234236302,14.74048,0.09,5.543694,1
Switzerland,2009,7.5245208740234375,11.054919242858887,0.9383392930030823,0.8912771940231323,0.34242701530456543,-15.49238,13.083202,80.4187989530026,76.9940187691882,17.3258,0.098,8.1204834,1
Turkey,2009,5.212841510772705,9.838135719299316,0.7546455264091492,0.4558170735836029,0.8528871536254883,5.129299,68.94503,71.7335739133213,54.5994286962873,36.56975,0.275,28.688799,0
United Kingdom,2009,6.9065470695495605,10.63760757446289,0.9644287824630737,0.8162288069725037,0.5589272975921631,0.2378121,26.256872,81.413,50.3511236708084,19.863,0.121,9.5968218,1
United States,2009,7.158032417297363,10.887764930725098,0.9117937684059143,0.8306838274002075,0.6653938293457031,-18.39721,11.355431,88.8011092856061,41.8275822176401,8.383369,0.205,8.4901438,1
Australia,2010,7.450047016143799,10.722262382507324,0.9545195698738098,0.932058572769165,0.3661274015903473,8.5486,26.792744,80.877,60.9752918764891,13.77405,0.129,8.059968,1
Austria,2010,7.30267858505249,10.861471176147461,0.914193332195282,0.8959797620773315,0.5461448431015015,7.589589,17.647495,76.7975,49.1841077639318,16.07928,0.1,5.6628013,1
Belgium,2010,6.853514194488525,10.779181480407715,0.9305701851844788,0.8069302439689636,0.6973655819892883,9.052065,29.500488,91.9775000000001,33.6516478821503,17.30834,0.092,5.9450474,1
Brazil,2010,6.837331295013428,9.606988906860352,0.9055281281471252,0.8059492707252502,0.6560360789299011,6.096094,59.32708,95.6700615344487,51.1266636540454,35.31542,0.307,14.020857,1
Canada,2010,7.650346279144287,10.716547012329102,0.9537654519081116,0.933948814868927,0.41265958547592163,6.643876,11.736887,79.8629427505446,55.1076448952314,10.31061,0.157,8.2154264,1
Chile,2010,6.635655879974365,9.931132316589355,0.8569552302360535,0.7863674759864807,0.7018247246742249,7.072423,43.493385,57.6264999999999,47.8705612609628,26.06474,0.23,17.024143,1
Colombia,2010,6.408113479614258,9.384450912475586,0.8929926753044128,0.8161211013793945,0.8145244717597961,2.271183,48.033009,65.03325,55.174941548805,55.34069,0.149,18.518538,1
Czech Republic,2010,6.249617576599121,10.419456481933594,0.9341611266136169,0.7791122198104858,0.9259641170501709,4.562129,8.0573692,95.2250000000001,31.2066329181842,21.87338,0.106,3.7581208,1
Denmark,2010,7.770515441894531,10.838536262512207,0.9749770760536194,0.9436308145523071,0.17489609122276306,9.039444,23.289925,90.6729766824417,58.6689437181275,12.4823,0.035,6.5462475,1
Finland,2010,7.393264293670654,10.733675956726074,0.9354813694953918,0.9160091280937195,0.41251569986343384,10.64667,17.01717,93.8805,46.1843622158383,17.57044,0.039,5.1144948,1
France,2010,6.797901153564453,10.65371322631836,0.9429547786712646,0.8497021794319153,0.622954249382019,9.879292,29.233322,100.575,40.146622731306,15.01227,0.12,7.9171991,1
Germany,2010,6.724531173706055,10.756355285644531,0.9393086433410645,0.8426564335823059,0.6880059838294983,4.36281,14.189683,83.8712096780243,39.542400943988,14.26931,0.084,3.6800764,1
Greece,2010,5.8395586013793945,10.433106422424316,0.8684224486351013,0.4841109812259674,0.9541138410568237,28.79691,37.26366,152.88,23.6502410606961,38.7464,0.156,7.4717603,0
Hungary,2010,4.725132465362549,10.106154441833496,0.8956937193870544,0.5138353705406189,0.9832760095596313,10.7799,18.707645,93.6599999999999,25.1568123545203,15.26687,0.121,4.637702,0
India,2010,4.989277362823486,8.34929370880127,0.6048097610473633,0.7830603718757629,0.8625480532646179,11.98939,71.298172,45.0782188021163,42.666,19.863,0.236,8.053,0
Ireland,2010,7.257389545440674,10.878826141357422,0.9728859066963196,0.8560295701026917,0.6180241107940674,9.590643,27.225185,105.976,33.2579368160728,25.01818,0.1,10.149835,1
Israel,2010,7.358916282653809,10.46103286743164,0.8818298578262329,0.5614778995513916,0.9021826982498169,3.957762,17.935621,71.3705000000001,44.8931701696651,16.98055,0.238,23.568193,1
Italy,2010,6.354238033294678,10.666001319885254,0.8723841309547424,0.7377389073371887,0.921075165271759,3.662258,44.825645,118.1,33.3916393469551,29.89356,0.18,12.469954,1
Japan,2010,6.056752681732178,10.531758308410645,0.9019249081611633,0.7717223763465881,0.7695570588111877,2.673219,44.809975,95.3415000000001,27.0271481785631,12.81823,0.14,4.5575395,1
Lithuania,2010,5.06582498550415,10.085494995117188,0.8818106055259705,0.5193522572517395,0.9621672034263611,10.33004,8.1011848,84.2025000000001,11.4503268369894,13.18607,0.157,3.9872205,0
Luxembourg,2010,7.097251892089844,11.591707229614258,0.9523717164993286,0.9083030819892883,0.4233413338661194,10.18432,22.322315,80.1402003505009,76.8445289356738,8.583423,0.137,6.2621126,1
Mexico,2010,6.802388668060303,9.787886619567871,0.8763896822929382,0.778120756149292,0.6928918957710266,5.409369,67.913872,77.2815567961079,37.1986281216122,32.83472,0.227,17.64974,1
Netherlands,2010,7.501875877380371,10.864328384399414,0.9565368890762329,0.9214482307434082,0.3985918462276459,-0.6623287,27.026423,111.428,63.6186313994424,18.13041,0.092,3.0643513,1
New Zealand,2010,7.223756313323975,10.520456314086914,0.975642204284668,0.9177525043487549,0.3207481801509857,7.69555,26.960302,72.8988177529556,63.913515178855,20.1357,0.14,8.6034908,1
Poland,2010,5.887029647827148,10.084821701049805,0.9550653100013733,0.7949004769325256,0.9046972990036011,6.191667,11.485272,105.71625,35.5606236777172,25.31149,0.133,3.5897653,0
Portugal,2010,5.0945258140563965,10.368414878845215,0.863906741142273,0.7210363745689392,0.947879433631897,9.46567,68.082458,107.3575,24.4831041311832,25.58708,0.155,7.4371619,0
Russia,2010,5.384773254394531,10.087255477905273,0.9088141918182373,0.6131590008735657,0.9365719556808472,6.586539,7.195199,92.5275,51.4994831405378,7.651659,0.207,5.0555067,0
Slovakia,2010,6.052223205566406,10.16860580444336,0.9196400046348572,0.6357576847076416,0.9071360230445862,-1.255334,9.034791,96.7842580393547,30.8679532485732,15.15367,0.122,4.5793982,1
Slovenia,2010,6.082555294036865,10.419256210327148,0.9172033667564392,0.89552241563797,0.8447906970977783,13.15584,16.689947,117.205,33.1916298884213,19.98854,0.095,3.1805809,1
South Africa,2010,4.65242862701416,9.42966365814209,0.9170560240745544,0.7389059662818909,0.7906289100646973,15.38567,57.293068,75.7070607323482,59.3964451264434,19.863,0.272,14.160798,0
South Korea,2010,6.116024494171143,10.446717262268066,0.8155166506767273,0.6766529679298401,0.7516211271286011,6.469499,19.059269,91.1794653576694,32.4226994611414,30.01361,0.175,8.053,1
Spain,2010,6.188262462615967,10.529244422912598,0.9499403834342957,0.7964955568313599,0.8397462964057922,12.54054,47.127037,134.555163612091,30.2731590467374,20.19043,0.203,13.495924,1
Sweden,2010,7.496018886566162,10.789713859558105,0.9702426195144653,0.904699981212616,0.253086656332016,6.548708,13.727367,73.9649999999999,60.2851234236302,14.95984,0.09,5.3030286,1
Turkey,2010,5.490347385406494,9.905598640441895,0.7949054837226868,0.5149203538894653,0.8108957409858704,10.53803,68.793961,58.4639999997576,54.5994286962873,35.06264,0.275,25.600527,0
United Kingdom,2010,7.029364109039307,10.649076461791992,0.9550681710243225,0.841306746006012,0.5868131518363953,5.812574,24.937599,86.078,50.3511236708084,19.863,0.105,9.9868994,1
United States,2010,7.163616180419922,10.904800415039062,0.9261587262153625,0.8280443549156189,0.6895825862884521,9.487447,11.030482,86.1700516190676,41.8275822176401,8.342516,0.205,9.3712358,1
Australia,2011,7.405616283416748,10.732696533203125,0.9670292139053345,0.944586455821991,0.3817717432975769,10.98091,25.922543,79.13475,53.0786719332192,13.2206,0.129,7.8398156,1
Austria,2011,7.470512866973877,10.886909484863281,0.94415682554245,0.9393556118011475,0.7027209997177124,10.93313,17.636829,81.5975,40.6920116166579,15.54692,0.092,5.8195653,1
Belgium,2011,7.111363887786865,10.782974243164062,0.936955451965332,0.8801535964012146,0.7110438942909241,16.88578,28.733294,95.6757500000001,28.9129467541356,17.47903,0.092,6.0894203,1
Brazil,2011,7.037816524505615,9.63680362701416,0.9162529110908508,0.8336557745933533,0.6621667146682739,8.846192,56.729549,96.5355749736197,50.2891381657575,34.61566,0.308,13.060091,1
Canada,2011,7.426053524017334,10.737743377685547,0.9216692447662354,0.9509252905845642,0.43299153447151184,12.25428,11.368477,83.8293546128542,55.3290517483987,9.984969,0.157,7.6076994,1
Chile,2011,6.526334762573242,9.980472564697266,0.8190788626670837,0.7007341384887695,0.7527555227279663,12.69324,42.320229,64.4897499999999,32.2867343221981,25.25447,0.253,16.130678,1
Colombia,2011,6.463952541351318,9.441930770874023,0.9041473269462585,0.8109074234962463,0.8472685217857361,3.41759,48.033009,70.2935,44.5631893836428,55.40972,0.149,18.518538,1
Czech Republic,2011,6.331490993499756,10.43501091003418,0.9135107398033142,0.7871800065040588,0.9497878551483154,7.142857,7.6677351,95.2500000000001,20.6286698378698,21.9469,0.096,3.7396715,1
Denmark,2011,7.78823184967041,10.847698211669922,0.9617361426353455,0.9347601532936096,0.22004307806491852,9.128061,22.021439,89.122222805557,47.1823328841313,12.4737,0.035,6.0957623,1
Estonia,2011,5.486819744110107,10.2475004196167,0.90871262550354,0.7352253794670105,0.6867839097976685,8.194049,10.989735,69.3230766923083,41.7540209995277,19.863,0.141,6.3936768,0
Finland,2011,7.354225158691406,10.754196166992188,0.9378568530082703,0.9364483952522278,0.3195931911468506,14.58455,16.27569,96.863,56.5402382888227,17.64717,0.04,5.0536332,1
France,2011,6.9591851234436035,10.67056655883789,0.9212855696678162,0.9033666253089905,0.6266245245933533,12.61001,28.385553,106.55,37.5089251294202,15.1197,0.12,7.0512776,1
Germany,2011,6.621312141418457,10.813384056091309,0.9472366571426392,0.9062932729721069,0.6771721243858337,9.930252,13.74963,86.7972169930425,42.458313094954,14.40127,0.08,3.5028071,1
Greece,2011,5.372039794921875,10.338818550109863,0.8515549898147583,0.5281259417533875,0.9411525130271912,16.51815,35.445217,144.52275,17.5151214535207,39.54084,0.201,8.3398275,0
Hungary,2011,4.9176025390625,10.127015113830566,0.8936622142791748,0.6311001181602478,0.9399080276489258,9.005525,18.232164,90.4474999999999,35.9794165259357,15.24264,0.124,4.8327742,0
India,2011,4.634871482849121,8.387494087219238,0.5525931119918823,0.8375516533851624,0.9077935218811035,8.858361,71.298172,53.9027500000001,42.666,19.863,0.236,8.053,0
Ireland,2011,7.006904125213623,10.877893447875977,0.9773775935173035,0.9520343542098999,0.5899126529693604,11.97972,26.365326,87.8815,52.910414439423,24.54201,0.108,9.4298153,1
Israel,2011,7.43314790725708,10.489278793334961,0.8926965594291687,0.7222692370414734,0.8912953734397888,8.605934,16.986902,78.8795000000001,27.1090533365648,16.47671,0.238,24.184534,1
Italy,2011,6.05708646774292,10.671329498291016,0.9133093357086182,0.56773841381073,0.9334609508514404,11.3163,43.971539,119.7,25.9559683178087,29.72936,0.178,11.387149,1
Japan,2011,6.26279354095459,10.532456398010254,0.9167037010192871,0.8143964409828186,0.7337989807128906,5.838997,46.364063,95.42075,23.1063634833865,11.92635,0.14,4.8096237,1
Latvia,2011,4.966811656951904,10.029215812683105,0.8360424637794495,0.5644644498825073,0.9342555999755859,13.47922,12.062219,88.7249999999998,10.7237335401424,11.3397,0.16,7.308116,0
Lithuania,2011,5.432437419891357,10.166589736938477,0.9114112854003906,0.5657972693443298,0.9635116457939148,12.0377,7.1331868,89.7650000000002,18.1086570485062,12.55797,0.147,3.9872205,0
Luxembourg,2011,7.101400375366211,11.594555854797363,0.9340906143188477,0.961830735206604,0.38817059993743896,12.88952,22.742352,83.0874577186443,77.0686673168671,8.583423,0.137,7.2376733,1
Mexico,2011,6.909515380859375,9.809914588928223,0.8240640759468079,0.831368088722229,0.6975802183151245,5.516433,66.860298,81.7645455886359,38.344640875416,33.04036,0.227,18.143064,1
Netherlands,2011,7.563797950744629,10.875057220458984,0.9383960962295532,0.9254315495491028,0.3593958914279938,7.959821,27.715986,109.21725,60.3366779536316,18.21503,0.092,3.4196892,1
