Country name,Year,Life Ladder,Log GDP per capita,Social support,Freedom to make life choices,Perceptions of corruption,Inflation rate,Adult education,Housing prices,Trust in government,Self-employment rate,Poverty rate,Unemployed youth rate,Happy country
Spain,2005,7.152785778045654,10.546350479125977,0.9610428810119629,0.9161646962165833,0.7772722840309143,9.616388,51.243546,119.271747930548,30.2731590467374,20.54414,0.198,11.627808,1
Turkey,2005,4.718733787536621,9.80925178527832,0.8199363946914673,0.6231149435043335,0.8769986033439636,14.70722,71.917953,41.00140044993,54.5994286962873,42.94938,0.275,36.118958,0
United Kingdom,2005,6.983556747436523,10.662884712219238,0.9788397550582886,0.922354519367218,0.398456871509552,11.16049,33.16832,78.92775,50.3511236708084,19.863,0.138,9.3450146,1
Austria,2006,7.122211456298828,10.841939926147461,0.936350405216217,0.9413823485374451,0.49011117219924927,6.242187,19.871609,63.871054193038,49.1841077639318,15.15006,0.098,6.6199403,1
Chile,2006,6.062851905822754,9.849907875061035,0.8355436325073242,0.7442919015884399,0.6336298584938049,8.187045,43.493385,43.38875,47.8705612609628,26.06474,0.23,17.024143,1
Colombia,2006,6.024942874908447,9.277375221252441,0.9102931022644043,0.8046618103981018,0.8078300356864929,4.29245,48.033009,40.75425,55.174941548805,47.43792,0.149,18.518538,1
Estonia,2006,5.371054649353027,10.26977252960205,0.9100643396377563,0.7485763430595398,0.7967226505279541,8.156522,11.717903,88.2215294461763,41.7540209995277,19.863,0.141,3.6924341,0
Finland,2006,7.672449111938477,10.745329856872559,0.9645628333091736,0.9685804843902588,0.13243018090724945,5.865538,20.363401,81.553,46.1843622158383,16.97968,0.039,3.5794058,1
France,2006,6.582700252532959,10.658916473388672,0.9439290761947632,0.7891207337379456,0.6992701292037964,6.356844,32.571041,95.825,40.146622731306,14.51202,0.12,6.9818702,1
India,2006,5.348258972167969,8.14518928527832,0.7073180675506592,0.7737370729446411,0.8548117280006409,5.796516,71.298172,37.1092499979491,42.666,19.863,0.236,8.053,0
Ireland,2006,7.144246578216553,10.971881866455078,0.9670411348342896,0.943274736404419,0.4728485643863678,8.125138,33.656101,151.417,33.2579368160728,23.20792,0.126,5.0103998,1
Israel,2006,7.173417091369629,10.389375686645508,0.927078902721405,0.8166528344154358,0.9053747653961182,4.323031,19.584095,50.406,44.8931701696651,17.11126,0.238,25.426382,1
Latvia,2006,4.709502220153809,10.032048225402832,0.8844987750053406,0.6408071517944336,0.937048614025116,12.64494,15.870779,104.474999988282,10.7237335401424,11.65943,0.122,5.3854775,0
Lithuania,2006,5.954442977905273,10.045794486999512,0.9304399490356445,0.5672546029090881,0.9668786525726318,7.589939,11.679444,94.247499992263,11.4503268369894,19.05506,0.155,3.9872205,0
New Zealand,2006,7.305014133453369,10.525516510009766,0.9460474848747253,0.9320802688598633,0.22422023117542267,12.81925,31.062853,68.5358286604283,63.913515178855,22.08546,0.14,7.8930411,1
Norway,2006,7.415682315826416,11.030973434448242,0.9585112929344177,0.9595327377319336,0.3971501290798187,18.36417,21.103868,62.275,66.3340505244774,11.6717,0.055,3.4278181,1
Portugal,2006,5.405246257781982,10.359779357910156,0.905289888381958,0.8820680975914001,0.880059003829956,8.029418,72.390388,112.954456136583,24.4831041311832,26.02435,0.148,7.7535515,0
Russia,2006,4.963742733001709,9.990775108337402,0.8947073817253113,0.6433882117271423,0.9351017475128174,9.194246,7.195199,60.51525,51.4994831405378,8.193385,0.207,5.0555067,0
Slovakia,2006,5.264676570892334,10.015392303466797,0.9535792469978333,0.5424796938896179,0.9457312822341919,12.15516,11.190296,75.9868100329748,30.8679532485732,15.15367,0.095,6.6859751,0
Slovenia,2006,5.811264514923096,10.402996063232422,0.9360752105712891,0.9358242154121399,0.7077978849411011,8.209816,18.436632,95.4974458041832,33.1916298884213,18.60587,0.07,4.2317815,0
South Korea,2006,5.332177639007568,10.309701919555664,0.7754989266395569,0.7152417302131653,0.7986151576042175,7.041901,23.094648,75.0773797763965,32.4226994611414,33.11389,0.175,8.053,0
Switzerland,2006,7.473252773284912,11.049914360046387,0.9513521194458008,0.9189577102661133,0.4079314172267914,7.037561,14.6002,72.8538178654553,76.9940187691882,17.3258,0.11,7.5693445,1
United States,2006,7.181793689727783,10.92397403717041,0.9645717740058899,0.911496102809906,0.6003086566925049,11.18799,12.203516,102.890900828469,41.8275822176401,8.646275,0.205,7.4944639,1
Australia,2007,7.285390853881836,10.70289421081543,0.9652761816978455,0.8906819820404053,0.5125784873962402,1.405548,31.816732,66.96025,60.9752918764891,14.08298,0.129,6.4877505,1
