Country name,TIME,Life Ladder,Log GDP per capita,Social support,Freedom to make life choices,Perceptions of corruption,LOCATION,Inflation rate,Adult education,Housing prices,Trust in government,Self-employment rate,Poverty rate,Unemployed youth rate
Argentina,2017.0,6.039330005645752,10.067429542541504,0.9066991209983826,0.8319661617279053,0.8410524725914001,ARG,24.7956,17.488495,,,,,
Argentina,2018.0,5.792796611785889,10.032140731811523,0.8999115824699402,0.8458946943283081,0.8552552461624146,ARG,34.27723,31.336042,,,,,14.076767
Australia,2005.0,7.340688228607178,10.658608436584473,0.9678921699523926,0.9349732995033264,0.3904159367084503,AUS,9.712082,34.967968,56.66475,,15.02158,,7.3939061
Australia,2007.0,7.285390853881836,10.70289421081543,0.9652761816978455,0.8906819820404053,0.5125784873962402,AUS,1.405548,31.816732,66.96025,,14.08298,,6.4877505
Australia,2008.0,7.253757476806641,10.718779563903809,0.9466351866722107,0.9157333374023438,0.43081051111221313,AUS,12.48946,30.064018,69.60275,,13.71566,,6.3100529
Australia,2010.0,7.450047016143799,10.722262382507324,0.9545195698738098,0.932058572769165,0.3661274015903473,AUS,8.5486,26.792744,80.877,60.9752918764891,13.77405,,8.059968
Australia,2011.0,7.405616283416748,10.732696533203125,0.9670292139053345,0.944586455821991,0.3817717432975769,AUS,10.98091,25.922543,79.13475,53.0786719332192,13.2206,,7.8398156
Australia,2012.0,7.19558572769165,10.753671646118164,0.9445990324020386,0.9351462721824646,0.3682517409324646,AUS,7.324251,23.563389,78.88025,42.0419178918908,12.21689,0.129,7.2310648
Australia,2013.0,7.364169120788574,10.761981010437012,0.9282051920890808,0.9333791732788086,0.43153902888298035,AUS,6.3174,24.28443,84.1065,45.5871468172797,11.97545,,7.3363042
Australia,2014.0,7.28855037689209,10.772080421447754,0.9237987399101257,0.9229322671890259,0.44202136993408203,AUS,1.184765,22.895836,91.72025,46.4676233517878,12.05244,0.13,7.217288
Australia,2015.0,7.309060573577881,10.779377937316895,0.951861560344696,0.9218710064888,0.35655438899993896,AUS,-7.295417,20.980896,100.0,47.855683708198,12.13235,,5.9854727
Australia,2016.0,7.250080108642578,10.791088104248047,0.9423342347145081,0.9223157167434692,0.39854511618614197,AUS,-3.300958,20.067352,105.5,45.2731750058896,11.719,0.125,5.5231562
Australia,2017.0,7.25703763961792,10.797643661499023,0.9499578475952148,0.9105501770973206,0.41134652495384216,AUS,9.434053,19.012659,114.30825,45.3406962891371,11.61789,,5.4119105
Australia,2018.0,7.176993370056152,10.811262130737305,0.9401372671127319,0.9160281419754028,0.40464749932289124,AUS,9.014605,18.108641,112.66375,46.8836874513729,11.37172,0.133,5.3403354
Australia,2019.0,7.233994960784912,10.814892768859863,0.9427743554115295,0.9175369143486023,0.43020865321159363,AUS,-1.212143,17.132658,108.08375,46.8700014928596,11.33459,,5.9049807
Australia,2020.0,7.1373677253723145,10.75986385345459,0.9365170001983643,0.9052829742431641,0.49109482765197754,AUS,-7.494398,16.244976,113.916499998235,44.6422249484244,10.82319,,7.3563375
Austria,2006.0,7.122211456298828,10.841939926147461,0.936350405216217,0.9413823485374451,0.49011117219924927,AUT,6.242187,19.871609,63.871054193038,,15.15006,,6.6199403
Austria,2008.0,7.1809539794921875,10.886662483215332,0.9345927834510803,0.8790692687034607,0.6136252284049988,AUT,10.28692,19.120087,67.576483386076,,15.6111,0.098,5.7128716
Austria,2010.0,7.30267858505249,10.861471176147461,0.914193332195282,0.8959797620773315,0.5461448431015015,AUT,7.589589,17.647495,76.7975,49.1841077639318,16.07928,0.1,5.6628013
Austria,2011.0,7.470512866973877,10.886909484863281,0.94415682554245,0.9393556118011475,0.7027209997177124,AUT,10.93313,17.636829,81.5975,40.6920116166579,15.54692,0.092,5.8195653
Austria,2012.0,7.400688648223877,10.889131546020508,0.945142388343811,0.9197039008140564,0.7705857753753662,AUT,4.881712,17.08353,87.57,37.6573862243166,15.35583,0.104,4.7568502
Austria,2013.0,7.498802661895752,10.883492469787598,0.949809193611145,0.9217344522476196,0.6789368987083435,AUT,-0.802005,17.028002,92.1,41.7099238673145,15.54215,0.104,5.0905533
Austria,2014.0,6.949999809265137,10.882267951965332,0.898920476436615,0.8850268721580505,0.5669313073158264,AUT,-2.028441,16.143999,95.33,40.7695403712258,15.75372,0.108,7.2301421
Austria,2015.0,7.076447010040283,10.881152153015137,0.9281103014945984,0.9003051519393921,0.5574796199798584,AUT,-7.295769,15.351305,100.0,45.4789863460126,15.32502,0.096,5.7313957
Austria,2016.0,7.04807186126709,10.890950202941895,0.9263185858726501,0.88851398229599,0.5236409902572632,AUT,-4.433333,15.471591,108.5325,43.2638218460391,15.09913,0.115,5.4698844
Austria,2017.0,7.293727874755859,10.908466339111328,0.9062178134918213,0.890030562877655,0.5183038115501404,AUT,2.520056,15.037577,114.26,43.5907940906151,14.62728,0.115,5.0967417
Austria,2018.0,7.396001815795898,10.927505493164062,0.9116681218147278,0.9041119813919067,0.5230605602264404,AUT,5.273454,14.702526,119.64,48.8678724760577,14.28105,0.096,5.2673492
Austria,2019.0,7.195361137390137,10.939380645751953,0.9644888043403625,0.9034276604652405,0.4570888876914978,AUT,0.8968248,14.435863,126.6,51.2338260131346,14.52614,0.13,6.580255
Austria,2020.0,7.213489055633545,10.851118087768555,0.924831211566925,0.9119098782539368,0.4638301730155945,AUT,-5.515243,14.341329,136.311249997867,62.6177826842198,14.55356,,5.71
Belgium,2005.0,7.2622904777526855,10.74460506439209,0.9348747134208679,0.9238430261611938,0.5975544452667236,BEL,11.50089,33.903755,72.53625,,17.53043,,6.2390046
